sent_id	token_id	word	tag
42	10	major	JJ
42	11	transition	NN
42	12	in	IN
42	13	Lankan	JJ
42	14	political	JJ
42	15	history	NN
42	16	.	.
43	1	Legitimate	JJ
43	2	criticism	NN
43	3	or	CC
43	4	disagreement	NN
43	5	should	MD
43	6	not	RB
43	7	automatically	RB
43	8	become	VB
43	9	a	DT
43	10	criminal	JJ
43	11	matter	NN
43	12	.	.
44	1	Such	JJ
44	2	action	NN
44	3	would	MD
44	4	also	RB
44	5	enhance	VB
44	6	Sri	NNP
44	7	Lanka	NNP
44	8	's	POS
44	9	image	NN
44	10	as	IN
44	11	an	DT
44	12	environmentally	RB
44	13	responsible	JJ
44	14	nation	NN
44	15	.	.
45	1	HR	NNP
45	2	Optimizer	NNP
45	3	was	VBD
45	4	built	VBN
45	5	to	TO
45	6	be	VB
45	7	global-ready	JJ
45	8	from	IN
45	9	day	NN
45	10	one	CD
45	11	.	.
46	1	Pan	NNP
46	2	Asia	NNP
46	3	EZY	NNP
46	4	has	VBZ
46	5	been	VBN
46	6	developed	VBN
46	7	with	IN
46	8	everyday	JJ
46	9	customer	NN
46	10	behaviour	NN
46	11	in	IN
46	12	mind	NN
46	13	.	.
47	1	It	PRP
47	2	stood	VBD
47	3	at	IN
47	4	just	RB
47	5	3.4	CD
47	6	percent	NN
47	7	in	IN
47	8	January	NNP
47	9	.	.
48	1	An	DT
48	2	improved	VBN
48	3	demand	NN
48	4	was	VBD
48	5	seen	VBN
48	6	for	IN
48	7	the	DT
48	8	Orthodox/Rotovane	NNP
48	9	teas	NNS
48	10	,	,
48	11	following	VBG
48	12	quality	NN
48	13	.	.
49	1	John	NNP
49	2	Keells	NNP
49	3	Holdings	NNP
49	4	provided	VBD
49	5	the	DT
49	6	strongest	JJS
49	7	positive	JJ
49	8	contribution	NN
49	9	.	.
50	1	Transporting	VBG
50	2	oil	NN
50	3	through	IN
50	4	the	DT
50	5	region	NN
50	6	remains	VBZ
50	7	risky	JJ
50	8	,	,
50	9	however	RB
50	10	.	.
51	1	Experts	NNS
51	2	caution	VBP
51	3	,	,
51	4	however	RB
51	5	,	,
51	6	that	IN
51	7	China	NNP
51	8	's	POS
51	9	actual	JJ
51	10	U.S.	NNP
51	11	Treasury	NNP
51	12	holdings	NNS
51	13	may	MD
51	14	exceed	VB
51	15	the	DT
51	16	officially	RB
51	17	reported	VBN
51	18	figures	NNS
51	19	.	.
52	1	The	DT
52	2	ban	NN
52	3	was	VBD
52	4	later	RB
52	5	struck	VBN
52	6	down	RP
52	7	by	IN
52	8	the	DT
52	9	country	NN
52	10	's	POS
52	11	Constitutional	NNP
52	12	Court	NNP
52	13	,	,
52	14	however	RB
52	15	.	.
53	1	His	PRP$
53	2	death	NN
53	3	was	VBD
53	4	initially	RB
53	5	viewed	VBN
53	6	by	IN
53	7	police	NNS
53	8	through	IN
53	9	the	DT
53	10	possibility	NN
53	11	of	IN
53	12	suicide	NN
53	13	.	.
54	1	Iraq	NNP
54	2	,	,
54	3	too	RB
54	4	,	,
54	5	is	VBZ
54	6	increasing	VBG
54	7	oil	NN
54	8	exports	NNS
54	9	,	,
54	10	its	PRP$
54	11	oil	NN
54	12	minister	NN
54	13	said	VBD
54	14	on	IN
54	15	Tuesday	NNP
54	16	.	.
55	1	Iran	NNP
55	2	state	NN
55	3	TV	NN
55	4	confirmed	VBD
55	5	that	IN
55	6	Foreign	NNP
55	7	Minister	NNP
55	8	Abbas	NNP
55	9	Araghchi	NNP
55	10	had	VBD
55	11	met	VBN
55	12	Witkoff	NNP
55	13	.	.
56	1	Lion	NNP
56	2	Brewery	NNP
56	3	was	VBD
56	4	the	DT
56	5	largest	JJS
56	6	negative	JJ
56	7	contributor	NN
56	8	.	.
57	1	Both	DT
57	2	investor	NN
57	3	participation	NN
57	4	and	CC
57	5	market	NN
57	6	volumes	NNS
57	7	appeared	VBD
57	8	moderate	JJ
57	9	yesterday	NN
57	10	.	.
58	1	The	DT
58	2	technology	NN
58	3	sector	NN
58	4	,	,
58	5	in	IN
58	6	particular	JJ
58	7	,	,
58	8	is	VBZ
58	9	undergoing	VBG
58	10	changes	NNS
58	11	as	IN
58	12	companies	NNS
58	13	increasingly	RB
58	14	adopt	VBP
58	15	AI-powered	JJ
58	16	tools	NNS
58	17	.	.
59	1	New	NNP
59	2	Zealand	NNP
59	3	exporters	NNS
59	4	will	MD
59	5	receive	VB
59	6	preferential	JJ
59	7	quota	NN
59	8	access	NN
59	9	for	IN
59	10	apples	NNS
59	11	,	,
59	12	kiwifruit	NN
59	13	and	CC
59	14	albumins	NNS
59	15	.	.
60	1	The	DT
60	2	controversial	JJ
60	3	programme	NN
60	4	has	VBZ
60	5	reached	VBN
60	6	the	DT
60	7	Supreme	NNP
60	8	Court	NNP
60	9	twice	RB
60	10	.	.
61	1	After	IN
61	2	one	CD
61	3	of	IN
61	4	the	DT
61	5	accused	VBN
61	6	died	VBD
61	7	,	,
61	8	24	CD
61	9	were	VBD
61	10	indicted	VBN
61	11	in	IN
61	12	October	NNP
61	13	2021	CD
61	14	.	.
62	1	Perhaps	RB
62	2	we	PRP
62	3	can	MD
62	4	even	RB
62	5	be	VB
62	6	excused	VBN
62	7	for	IN
62	8	this	DT
62	9	arrogance	NN
62	10	.	.
63	1	Global	JJ
63	2	trade	NN
63	3	is	VBZ
63	4	precarious	JJ
63	5	with	IN
63	6	Trump	NNP
63	7	's	POS
63	8	arbitrary	JJ
63	9	tariffs	NNS
63	10	over	IN
63	11	the	DT
63	12	last	JJ
63	13	year	NN
63	14	and	CC
63	15	a	DT
63	16	half	NN
63	17	.	.
64	1	Great	JJ
64	2	mischief	NN
64	3	they	PRP
64	4	did	VBD
64	5	him	PRP
64	6	,	,
64	7	the	DT
64	8	often	RB
64	9	times	NNS
64	10	great	JJ
64	11	loss	NN
64	12	on	IN
64	13	their	PRP$
64	14	sides	NNS
64	15	.	.
65	1	Protecting	VBG
65	2	the	DT
65	3	environment	NN
65	4	is	VBZ
65	5	a	DT
65	6	shared	VBN
65	7	responsibility	NN
65	8	.	.
66	1	And	CC
66	2	the	DT
66	3	standard	NN
66	4	that	WDT
66	5	governs	VBZ
66	6	it	PRP
66	7	needs	VBZ
66	8	to	TO
66	9	hold	VB
66	10	up	RP
66	11	anywhere	RB
66	12	in	IN
66	13	the	DT
66	14	world	NN
66	15	.	.
67	1	Getting	VBG
67	2	started	VBN
67	3	has	VBZ
67	4	also	RB
67	5	been	VBN
67	6	simplified	VBN
67	7	.	.
68	1	The	DT
68	2	composition	NN
68	3	of	IN
68	4	inflation	NN
68	5	also	RB
68	6	underscores	VBZ
68	7	the	DT
68	8	pressure	NN
68	9	on	IN
68	10	the	DT
68	11	household	NN
68	12	expenditure	NN
68	13	.	.
69	1	The	DT
69	2	Ex-Estate	NNP
69	3	offerings	NNS
69	4	comprised	VBD
69	5	of	IN
69	6	0.7	CD
69	7	M/Kgs	NNS
69	8	.	.
70	1	These	DT
70	2	developments	NNS
70	3	may	MD
70	4	carry	VB
70	5	indirect	JJ
70	6	implications	NNS
70	7	for	IN
70	8	South	NNP
70	9	Korean	JJ
70	10	financial	JJ
70	11	markets	NNS
70	12	.	.
71	1	His	PRP$
71	2	family	NN
71	3	disputed	VBD
71	4	that	DT
71	5	account	NN
71	6	,	,
71	7	questioned	VBD
71	8	the	DT
71	9	post-mortem	JJ
71	10	findings	NNS
71	11	and	CC
71	12	sought	VBD
71	13	judicial	JJ
71	14	intervention	NN
71	15	.	.
72	1	Analysts	NNS
72	2	polled	VBN
72	3	by	IN
72	4	Reuters	NNP
72	5	had	VBD
72	6	expected	VBN
72	7	a	DT
72	8	decline	NN
72	9	.	.
73	1	Since	IN
73	2	the	DT
73	3	ceasefire	NN
73	4	collapsed	VBD
73	5	,	,
73	6	both	DT
73	7	sides	NNS
73	8	have	VBP
73	9	intermittently	RB
73	10	exchanged	VBN
73	11	fire	NN
73	12	.	.
74	1	The	DT
74	2	potential	JJ
74	3	employment	NN
74	4	impact	NN
74	5	of	IN
74	6	AI	NNP
74	7	extends	VBZ
74	8	beyond	IN
74	9	China	NNP
74	10	.	.
75	1	The	DT
75	2	DHS	NNP
75	3	called	VBD
75	4	the	DT
75	5	removals	NNS
75	6	``	``
75	7	a	DT
75	8	win	NN
75	9	''	''
75	10	,	,
75	11	while	IN
75	12	rights	NNS
75	13	groups	NNS
75	14	said	VBD
75	15	they	PRP
75	16	flouted	VBD
75	17	basic	JJ
75	18	protections	NNS
75	19	.	.
76	1	In	IN
76	2	fact	NN
76	3	,	,
76	4	we	PRP
76	5	may	MD
76	6	perhaps	RB
76	7	be	VB
76	8	excused	VBN
76	9	for	IN
76	10	occasionally	RB
76	11	thinking	VBG
76	12	that	IN
76	13	we	PRP
76	14	are	VBP
76	15	God	NNP
76	16	.	.
77	1	This	DT
77	2	would	MD
77	3	in	IN
77	4	effect	NN
77	5	,	,
77	6	lead	VB
77	7	to	TO
77	8	even	RB
77	9	higher	JJR
77	10	interest	NN
77	11	costs	NNS
77	12	for	IN
77	13	developing	VBG
77	14	countries	NNS
77	15	like	IN
77	16	ours	PRP
77	17	.	.
78	1	To	TO
78	2	achieve	VB
78	3	this	DT
78	4	goal	NN
78	5	,	,
78	6	he	PRP
78	7	was	VBD
78	8	willing	JJ
78	9	to	TO
78	10	pay	VB
78	11	a	DT
78	12	heavy	JJ
78	13	price	NN
78	14	.	.
79	1	Datamation	NNP
79	2	Systems	NNPS
79	3	Ltd	NNP
79	4	has	VBZ
79	5	been	VBN
79	6	successfully	RB
79	7	providing	VBG
79	8	business	NN
79	9	solutions	NNS
79	10	since	IN
79	11	1986	CD
79	12	.	.
80	1	Integrated	VBN
80	2	eKYC	NNP
80	3	capabilities	NNS
80	4	also	RB
80	5	support	VBP
80	6	registration	NN
80	7	using	VBG
80	8	international	JJ
80	9	mobile	JJ
80	10	numbers	NNS
80	11	.	.
81	1	Petrol	NN
81	2	accounted	VBD
81	3	for	IN
81	4	1.14	CD
81	5	percentage	NN
81	6	points	NNS
81	7	,	,
81	8	bus	NN
81	9	fares	NNS
81	10	0.36	CD
81	11	points	NNS
81	12	and	CC
81	13	diesel	NN
81	14	0.16	CD
81	15	points	NNS
81	16	.	.
82	1	There	EX
82	2	was	VBD
82	3	an	DT
82	4	improved	VBN
82	5	selection	NN
82	6	of	IN
82	7	teas	NNS
82	8	both	DT
82	9	from	IN
82	10	the	DT
82	11	Western	JJ
82	12	and	CC
82	13	Eastern	JJ
82	14	sectors	NNS
82	15	.	.
83	1	A	DT
83	2	fresh	JJ
83	3	examination	NN
83	4	after	IN
83	5	exhumation	NN
83	6	subsequently	RB
83	7	produced	VBD
83	8	findings	NNS
83	9	that	WDT
83	10	were	VBD
83	11	inconsistent	JJ
83	12	with	IN
83	13	suicide	NN
83	14	.	.
84	1	Official	JJ
84	2	weekly	JJ
84	3	inventory	NN
84	4	figures	NNS
84	5	from	IN
84	6	the	DT
84	7	US	NNP
84	8	Energy	NNP
84	9	Information	NNP
84	10	Administration	NNP
84	11	are	VBP
84	12	due	JJ
84	13	at	IN
84	14	10:30	CD
84	15	a.m.	NN
84	16	.	.
85	1	The	DT
85	2	figures	NNS
85	3	highlight	VBP
85	4	the	DT
85	5	importance	NN
85	6	of	IN
85	7	distinguishing	VBG
85	8	between	IN
85	9	exposure	NN
85	10	to	TO
85	11	AI	NNP
85	12	and	CC
85	13	actual	JJ
85	14	job	NN
85	15	displacement	NN
85	16	.	.
86	1	The	DT
86	2	Trump	NNP
86	3	administration	NN
86	4	's	POS
86	5	immigration	NN
86	6	agenda	NN
86	7	has	VBZ
86	8	faced	VBN
86	9	a	DT
86	10	string	NN
86	11	of	IN
86	12	setbacks	NNS
86	13	this	DT
86	14	month	NN
86	15	.	.
87	1	Perhaps	RB
87	2	our	PRP$
87	3	scientific	JJ
87	4	achievements	NNS
87	5	have	VBP
87	6	therefore	RB
87	7	given	VBN
87	8	us	PRP
87	9	a	DT
87	10	rather	RB
87	11	dangerous	JJ
87	12	illusion	NN
87	13	.	.
88	1	Production	NN
88	2	of	IN
88	3	goods	NNS
88	4	were	VBD
88	5	apparently	RB
88	6	secondary	JJ
88	7	,	,
88	8	and	CC
88	9	it	PRP
88	10	was	VBD
88	11	information	NN
88	12	technology	NN
88	13	that	WDT
88	14	would	MD
88	15	determine	VB
88	16	everything	NN
88	17	.	.
89	1	Jaffna	NNP
89	2	at	IN
89	3	the	DT
89	4	time	NN
89	5	,	,
89	6	was	VBD
89	7	the	DT
89	8	main	JJ
89	9	market	NN
89	10	for	IN
89	11	elephants	NNS
89	12	captured	VBN
89	13	in	IN
89	14	the	DT
89	15	island	NN
89	16	.	.
90	1	People	NNS
90	2	increasingly	RB
90	3	expect	VBP
90	4	banking	NN
90	5	to	TO
90	6	fit	VB
90	7	around	IN
90	8	their	PRP$
90	9	lives	NNS
90	10	,	,
90	11	rather	RB
90	12	than	IN
90	13	the	DT
90	14	other	JJ
90	15	way	NN
90	16	around	RB
90	17	.	.
91	1	The	DT
91	2	food	NN
91	3	pressures	NNS
91	4	were	VBD
91	5	also	RB
91	6	spread	VBN
91	7	across	IN
91	8	several	JJ
91	9	staples	NNS
91	10	and	CC
91	11	commonly	RB
91	12	purchased	VBN
91	13	items	NNS
91	14	.	.
92	1	The	DT
92	2	corresponding	JJ
92	3	BOPFs	NNS
92	4	sold	VBD
92	5	around	IN
92	6	last	JJ
92	7	week	NN
92	8	's	POS
92	9	levels	NNS
92	10	.	.
93	1	The	DT
93	2	case	NN
93	3	has	VBZ
93	4	since	RB
93	5	moved	VBN
93	6	beyond	IN
93	7	a	DT
93	8	disputed	VBN
93	9	death	NN
93	10	.	.
94	1	Scientifically	RB
94	2	,	,
94	3	of	IN
94	4	course	NN
94	5	,	,
94	6	the	DT
94	7	answer	NN
94	8	has	VBZ
94	9	to	TO
94	10	be	VB
94	11	no	UH
94	12	.	.
95	1	But	CC
95	2	alas	UH
95	3	,	,
95	4	in	IN
95	5	2000	CD
95	6	the	DT
95	7	bubble	NN
95	8	burst	VBD
95	9	with	IN
95	10	so	RB
95	11	many	JJ
95	12	companies	NNS
95	13	going	VBG
95	14	under	RP
95	15	.	.
96	1	Senarath	NNP
96	2	-LRB-	-LRB-
96	3	1604-1635CE	CD
96	4	-RRB-	-RRB-
96	5	,	,
96	6	his	PRP$
96	7	successor	NN
96	8	,	,
96	9	continued	VBD
96	10	Vimaladharmasuriya	NNP
96	11	's	POS
96	12	policy	NN
96	13	of	IN
96	14	being	VBG
96	15	anti-Portugese	JJ
96	16	.	.
97	1	Pan	NNP
97	2	Asia	NNP
97	3	EZY	NNP
97	4	is	VBZ
97	5	our	PRP$
97	6	response	NN
97	7	to	TO
97	8	that	DT
97	9	change	NN
97	10	.	.
98	1	Some	DT
98	2	relief	NN
98	3	came	VBD
98	4	from	IN
98	5	the	DT
98	6	lower	JJR
98	7	prices	NNS
98	8	for	IN
98	9	coconuts	NNS
98	10	,	,
98	11	rice	NN
98	12	and	CC
98	13	ginger	NN
98	14	.	.
99	1	The	DT
99	2	Nuwara	NNP
99	3	Eliya/Uda	NNP
99	4	Pussellawas	NNPS
99	5	continued	VBD
99	6	to	TO
99	7	be	VB
99	8	sluggish	JJ
99	9	.	.
100	1	It	PRP
100	2	has	VBZ
100	3	become	VBN
100	4	a	DT
100	5	test	NN
100	6	of	IN
100	7	the	DT
100	8	credibility	NN
100	9	of	IN
100	10	Pakistan	NNP
100	11	's	POS
100	12	medico-legal	JJ
100	13	and	CC
100	14	investigative	JJ
100	15	machinery	NN
100	16	.	.
101	1	When	WRB
101	2	the	DT
101	3	rains	NNS
101	4	come	VBP
101	5	and	CC
101	6	mountainsides	NNS
101	7	collapse	VBP
101	8	,	,
101	9	we	PRP
101	10	then	RB
101	11	call	VBP
101	12	it	PRP
101	13	a	DT
101	14	natural	JJ
101	15	disaster	NN
101	16	.	.
102	1	Twenty-five	CD
102	2	years	NNS
102	3	later	RB
102	4	,	,
102	5	I	PRP
102	6	sense	VBP
102	7	similar	JJ
102	8	sentiments	NNS
102	9	and	CC
102	10	developments	NNS
102	11	with	IN
102	12	the	DT
102	13	AI	NNP
102	14	boom	NN
102	15	.	.
103	1	Although	IN
103	2	this	DT
103	3	followed	VBD
103	4	with	IN
103	5	regular	JJ
103	6	forays	NNS
